Sonolab Version Required,Instrument,Vessel,Volume (ul),Rack,Plate/Rack Definition/Insert,Waveguide/Intensifier,Temp ©,Analytical System,Base Pair Mode (bp),Repeat/Iterations (#),Repeat Process Treatment Duration (s),Peak Power (W),Duty Factor (%),Cycles per Burst (#),Total Treatment Time per sample (s),Energy (J),Z Height,Water Level,Dither,Column1
0,LE220,520053 - plate,130,5005191,LE220plus_500191 Rack 12 Place 8 microTUBE Strip – 4mm offset,NA,7,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-1509,900,NA,NA,450,5,200,118,2655,NA,NA,NA,
0,LE220,520053 - plate,130,5005191,LE220plus_500191 Rack 12 Place 8 microTUBE Strip – 4mm offset,NA,7,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-1509,1500,NA,NA,450,5,200,20,450,NA,NA,NA,
0,LE220,520078 - 8 strip,130,NA,LE220plus_520078 96 microTUBE Plate 4mm offset,NA,7,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-1509,150,NA,NA,450,30,200,420,56700,NA,NA,NA,
0,LE220,520078 - 8 strip,130,NA,LE220plus_520078 96 microTUBE Plate 4mm offset,NA,7,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-1509,200,NA,NA,450,30,200,175,23625,NA,NA,NA,
0,LE220,520078 - 8 strip,130,NA,LE220plus_520078 96 microTUBE Plate 4mm offset,NA,7,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-1509,300,NA,NA,450,30,200,60,8100,NA,NA,NA,
0,LE220,520078 - 8 strip,130,NA,LE220plus_520078 96 microTUBE Plate 4mm offset,NA,7,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-1509,400,NA,NA,450,15,200,63,4252.5,NA,NA,NA,
0,LE220,520078 - 8 strip,130,NA,LE220plus_520078 96 microTUBE Plate 4mm offset,NA,7,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-1509,500,NA,NA,450,15,200,46,3105,NA,NA,NA,
0,LE220,520078 - 8 strip,130,NA,LE220plus_520078 96 microTUBE Plate 4mm offset,NA,7,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-1509,900,NA,NA,450,5,200,77,1732.5,NA,NA,NA,
0,LE220,520078 - 8 strip,130,NA,LE220plus_520078 96 microTUBE Plate 4mm offset,NA,7,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-1509,1500,NA,NA,450,5,200,17,382.5,NA,NA,NA,
0,LE220,520078 - plate,130,NA,LE220plus_520078 96 microTUBE Plate 4mm offset,NA,7,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-1509,150,NA,NA,450,30,200,490,66150,NA,NA,NA,
0,LE220,520078 - plate,130,NA,LE220plus_520078 96 microTUBE Plate 4mm offset,NA,7,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-1509,200,NA,NA,450,30,200,190,25650,NA,NA,NA,
0,LE220,520078 - plate,130,NA,LE220plus_520078 96 microTUBE Plate 4mm offset,NA,7,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-1509,300,NA,NA,450,30,200,80,10800,NA,NA,NA,
0,LE220,520078 - plate,130,NA,LE220plus_520078 96 microTUBE Plate 4mm offset,NA,7,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-1509,400,NA,NA,450,15,200,100,6750,NA,NA,NA,
0,LE220,520078 - plate,130,NA,LE220plus_520078 96 microTUBE Plate 4mm offset,NA,7,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-1509,500,NA,NA,450,15,200,75,5062.5,NA,NA,NA,
0,LE220,520078 - plate,130,NA,LE220plus_520078 96 microTUBE Plate 4mm offset,NA,7,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-1509,900,NA,NA,450,5,200,118,2655,NA,NA,NA,
0,LE220,520078 - plate,130,NA,LE220plus_520078 96 microTUBE Plate 4mm offset,NA,7,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-1509,1500,NA,NA,450,5,200,20,450,NA,NA,NA,
0,LE220,520230 - 8 strip,130,NA,LE220plus_520230 96 microTUBE Plate Thin Foil – 4mm offset,NA,7,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-1509,150,NA,NA,450,30,200,420,56700,NA,NA,NA,
0,LE220,520230 - 8 strip,130,NA,LE220plus_520230 96 microTUBE Plate Thin Foil – 4mm offset,NA,7,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-1509,200,NA,NA,450,30,200,175,23625,NA,NA,NA,
0,LE220,520230 - 8 strip,130,NA,LE220plus_520230 96 microTUBE Plate Thin Foil – 4mm offset,NA,7,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-1509,300,NA,NA,450,30,200,60,8100,NA,NA,NA,
0,LE220,520230 - 8 strip,130,NA,LE220plus_520230 96 microTUBE Plate Thin Foil – 4mm offset,NA,7,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-1509,400,NA,NA,450,15,200,63,4252.5,NA,NA,NA,
0,LE220,520230 - 8 strip,130,NA,LE220plus_520230 96 microTUBE Plate Thin Foil – 4mm offset,NA,7,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-1509,500,NA,NA,450,15,200,46,3105,NA,NA,NA,
0,LE220,520230 - 8 strip,130,NA,LE220plus_520230 96 microTUBE Plate Thin Foil – 4mm offset,NA,7,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-1509,900,NA,NA,450,5,200,77,1732.5,NA,NA,NA,
0,LE220,520230 - 8 strip,130,NA,LE220plus_520230 96 microTUBE Plate Thin Foil – 4mm offset,NA,7,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-1509,1500,NA,NA,450,5,200,17,382.5,NA,NA,NA,
0,LE220,520230 - plate,130,NA,LE220plus_520230 96 microTUBE Plate Thin Foil – 4mm offset,NA,7,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-1509,150,NA,NA,450,30,200,490,66150,NA,NA,NA,
0,LE220,520230 - plate,130,NA,LE220plus_520230 96 microTUBE Plate Thin Foil – 4mm offset,NA,7,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-1509,200,NA,NA,450,30,200,190,25650,NA,NA,NA,
0,LE220,520230 - plate,130,NA,LE220plus_520230 96 microTUBE Plate Thin Foil – 4mm offset,NA,7,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-1509,300,NA,NA,450,30,200,80,10800,NA,NA,NA,
0,LE220,520230 - plate,130,NA,LE220plus_520230 96 microTUBE Plate Thin Foil – 4mm offset,NA,7,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-1509,400,NA,NA,450,15,200,100,6750,NA,NA,NA,
0,LE220,520230 - plate,130,NA,LE220plus_520230 96 microTUBE Plate Thin Foil – 4mm offset,NA,7,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-1509,500,NA,NA,450,15,200,75,5062.5,NA,NA,NA,
0,LE220,520230 - plate,130,NA,LE220plus_520230 96 microTUBE Plate Thin Foil – 4mm offset,NA,7,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-1509,900,NA,NA,450,5,200,118,2655,NA,NA,NA,
0,LE220,520230 - plate,130,NA,LE220plus_520230 96 microTUBE Plate Thin Foil – 4mm offset,NA,7,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-1509,1500,NA,NA,450,5,200,20,450,NA,NA,NA,
0,LE220,520185,320,500452,LE220plus_500452 Rack 24 Place microTUBE-500 Screw-Cap +6mm offset,NA,7,"Agilent, Bioanalyzer High Sensitivity DNA Kit, cat# 5067-4626",600,NA,NA,450,30,200,65,8775,NA,NA,NA,
0,LE220,520064,200,500205,LE220plus_500205 24 miniTUBE +15mm offset,NA,7,Unknown,2000,NA,NA,50,20,1000,900,9000,NA,NA,NA,
0,LE220,520065,200,500205,LE220plus_500205 24 miniTUBE +15mm offset,NA,20,Unknown,3000,NA,NA,35,20,1000,600,4200,NA,NA,NA,
0,LE220,520066,200,500205,LE220plus_500205 24 miniTUBE +15mm offset,NA,20,Unknown,5000,NA,NA,100,20,1000,600,12000,NA,NA,NA,
10,R230,520291,20,500668,R230_520291 96 AFA-TUBE TPX Plate +0.5 offset,NA,10,Agilent High Sensitivity NGS Fragment Analyzer Kit DNF-474,175,13,10,280,25,50,130,9100,NA,NA,3 mm Y at 20 mm/s,
10,R230,520291,50,500668,R230_520291 96 AFA-TUBE TPX Plate +0.5 offset,NA,10,Agilent High Sensitivity NGS Fragment Analyzer Kit DNF-474,350,5,10,280,25,50,50,3500,NA,NA,3 mm Y at 20 mm/s,
10.0.1,R230,520292,20,500668,R230_500723 PSU Holder 8 AFA-TUBE TPX Strip +0.5 offset,NA,10,Agilent High Sensitivity NGS Fragment Analyzer Kit DNF-474,175,13,10,280,25,50,130,9100,NA,NA,3 mm Y at 20 mm/s,
10.0.1,R230,520292,50,500668,R230_500723 PSU Holder 8 AFA-TUBE TPX Strip +0.5 offset,NA,10,Agilent High Sensitivity NGS Fragment Analyzer Kit DNF-474,350,5,10,280,25,50,50,3500,NA,NA,3 mm Y at 20 mm/s,
10.1.0,R230,520053,50,500803,R230_500803 PSU Rack 8 microTUBE Strip +0.5 offset.plt,NA,10,Agilent High Sensitivity NGS Fragment Analyzer Kit DNF-474,150,23,10,450,25,600,230,25875,NA,NA,1.5 mm Y at 10 mm/s,
10.1.0,R230,520053,130,500803,R230_500803 PSU Rack 8 microTUBE Strip +0.5 offset.plt,NA,10,Agilent High Sensitivity NGS Fragment Analyzer Kit DNF-474,150,38,10,450,25,600,380,42750,NA,NA,1.5 mm Y at 10 mm/s,
10.1.0,R230,520053,50,500803,R230_500803 PSU Rack 8 microTUBE Strip +0.5 offset.plt,NA,10,Agilent High Sensitivity NGS Fragment Analyzer Kit DNF-474,350,5,10,450,20,600,50,4500,NA,NA,1.5 mm Y at 10 mm/s,
10.1.0,R230,520053,130,500803,R230_500803 PSU Rack 8 microTUBE Strip +0.5 offset.plt,NA,10,Agilent High Sensitivity NGS Fragment Analyzer Kit DNF-474,350,7,10,450,24,600,70,7560,NA,NA,1.5 mm Y at 10 mm/s,
10.1.0,R230,520053,50,500750,R230_500803 PSU Rack 8 microTUBE Strip +0.5 offset.plt,NA,10,Agilent High Sensitivity NGS Fragment Analyzer Kit DNF-474,150,23,10,450,25,600,230,25875,NA,NA,1.5 mm Y at 10 mm/s,
10.1.0,R230,520053,130,500750,R230_500803 PSU Rack 8 microTUBE Strip +0.5 offset.plt,NA,10,Agilent High Sensitivity NGS Fragment Analyzer Kit DNF-474,150,38,10,450,25,600,380,42750,NA,NA,1.5 mm Y at 10 mm/s,
10.1.0,R230,520053,50,500750,R230_500803 PSU Rack 8 microTUBE Strip +0.5 offset.plt,NA,10,Agilent High Sensitivity NGS Fragment Analyzer Kit DNF-474,350,5,10,450,20,600,50,4500,NA,NA,1.5 mm Y at 10 mm/s,
10.1.0,R230,520053,130,500750,R230_500803 PSU Rack 8 microTUBE Strip +0.5 offset.plt,NA,10,Agilent High Sensitivity NGS Fragment Analyzer Kit DNF-474,350,7,10,450,24,600,70,7560,NA,NA,1.5 mm Y at 10 mm/s,
10.0.1,R230,520302,3.5,500708,R230_500708 PSU Rack 284 AFA-TUBE 5 PP Plate +0.5 offset,NA,10,Agilent High Sensitivity NGS Fragment Analyzer Kit DNF-474,200,100,Unknown,280,25,50,40,2800,NA,NA,1 mm Y at 10 mm/s,Flag - scanning speed (mm/s)
10.0.1,R230,520078,50,500750,R230_500750 PSU Rack 96 microTUBE Plate +0.5 offset,NA,10,Agilent High Sensitivity NGS Fragment Analyzer Kit DNF-474,150,20,10,450,25,600,200,22500,NA,NA,1.5 mm Y at 10 mm/s,
10.0.1,R230,520078,130,500750,R230_500750 PSU Rack 96 microTUBE Plate +0.5 offset,NA,10,Agilent High Sensitivity NGS Fragment Analyzer Kit DNF-474,150,38,10,450,25,600,380,42750,NA,NA,1.5 mm Y at 10 mm/s,
10.0.1,R230,520078,130,500750,R230_500750 PSU Rack 96 microTUBE Plate +0.5 offset,NA,10,Agilent High Sensitivity NGS Fragment Analyzer Kit DNF-474,350,7,10,450,25,600,70,7875,NA,NA,1.5 mm Y at 10 mm/s,
10,R230,520311,50,NA,R230_520311,NA,30,Agilent High Sensitivity NGS Fragment Analyzer Kit DNF-464,3000,42,Unknown,8,40,50,80,256,NA,NA,NA,Flag - scanning
0,R230,520291,10,500668,R230_520291 96 AFA-TUBE TPX Plate +0.5 offset,NA,10,Agilent High Sensitivity NGS Fragment Analyzer Kit DNF-474,734.38,1,10,280,25,50,10,700,NA,NA,NA,
10,R230,520291,10,500668,R230_520291 96 AFA-TUBE TPX Plate +0.5 offset,NA,10,Agilent High Sensitivity NGS Fragment Analyzer Kit DNF-474,368.08,2,10,280,25,50,20,1400,NA,NA,NA,
10,R230,520291,10,500668,R230_520291 96 AFA-TUBE TPX Plate +0.5 offset,NA,10,Agilent High Sensitivity NGS Fragment Analyzer Kit DNF-474,291.08,3,10,280,25,50,30,2100,NA,NA,NA,
10,R230,520291,10,500668,R230_520291 96 AFA-TUBE TPX Plate +0.5 offset,NA,10,Agilent High Sensitivity NGS Fragment Analyzer Kit DNF-474,271.28,4,10,280,25,50,40,2800,NA,NA,NA,
10,R230,520291,10,500668,R230_520291 96 AFA-TUBE TPX Plate +0.5 offset,NA,10,Agilent High Sensitivity NGS Fragment Analyzer Kit DNF-474,222.88,5,10,280,25,50,50,3500,NA,NA,NA,
10,R230,520291,10,500668,R230_520291 96 AFA-TUBE TPX Plate +0.5 offset,NA,10,Agilent High Sensitivity NGS Fragment Analyzer Kit DNF-474,205.28,6,10,280,25,50,60,4200,NA,NA,NA,
10,R230,520291,10,500668,R230_520291 96 AFA-TUBE TPX Plate +0.5 offset,NA,10,Agilent High Sensitivity NGS Fragment Analyzer Kit DNF-474,201.98,7,10,280,25,50,70,4900,NA,NA,NA,
10,R230,520291,10,500668,R230_520291 96 AFA-TUBE TPX Plate +0.5 offset,NA,10,Agilent High Sensitivity NGS Fragment Analyzer Kit DNF-474,196.48,8,10,280,25,50,80,5600,NA,NA,NA,
10,R230,520291,10,500668,R230_520291 96 AFA-TUBE TPX Plate +0.5 offset,NA,10,Agilent High Sensitivity NGS Fragment Analyzer Kit DNF-474,185.48,10,10,280,25,50,100,7000,NA,NA,NA,
10,R230,520291,10,500668,R230_520291 96 AFA-TUBE TPX Plate +0.5 offset,NA,10,Agilent High Sensitivity NGS Fragment Analyzer Kit DNF-474,163.48,12,10,280,25,50,120,8400,NA,NA,NA,
10,R230,520291,10,500668,R230_520291 96 AFA-TUBE TPX Plate +0.5 offset,NA,10,Agilent High Sensitivity NGS Fragment Analyzer Kit DNF-474,151.38,14,10,280,25,50,140,9800,NA,NA,NA,
10,R230,520291,10,500668,R230_520291 96 AFA-TUBE TPX Plate +0.5 offset,NA,10,Agilent High Sensitivity NGS Fragment Analyzer Kit DNF-474,149.18,16,10,280,25,50,160,11200,NA,NA,NA,
10,R230,520291,20,500668,R230_520291 96 AFA-TUBE TPX Plate +0.5 offset,NA,10,Agilent High Sensitivity NGS Fragment Analyzer Kit DNF-474,903.78,1,10,280,25,50,10,700,NA,NA,NA,
10,R230,520291,20,500668,R230_520291 96 AFA-TUBE TPX Plate +0.5 offset,NA,10,Agilent High Sensitivity NGS Fragment Analyzer Kit DNF-474,437.38,2,10,280,25,50,20,1400,NA,NA,NA,
10,R230,520291,20,500668,R230_520291 96 AFA-TUBE TPX Plate +0.5 offset,NA,10,Agilent High Sensitivity NGS Fragment Analyzer Kit DNF-474,359.28,3,10,280,25,50,30,2100,NA,NA,NA,
10,R230,520291,20,500668,R230_520291 96 AFA-TUBE TPX Plate +0.5 offset,NA,10,Agilent High Sensitivity NGS Fragment Analyzer Kit DNF-474,325.18,4,10,280,25,50,40,2800,NA,NA,NA,
10,R230,520291,20,500668,R230_520291 96 AFA-TUBE TPX Plate +0.5 offset,NA,10,Agilent High Sensitivity NGS Fragment Analyzer Kit DNF-474,273.48,5,10,280,25,50,50,3500,NA,NA,NA,
10,R230,520291,20,500668,R230_520291 96 AFA-TUBE TPX Plate +0.5 offset,NA,10,Agilent High Sensitivity NGS Fragment Analyzer Kit DNF-474,250.38,6,10,280,25,50,60,4200,NA,NA,NA,
10,R230,520291,20,500668,R230_520291 96 AFA-TUBE TPX Plate +0.5 offset,NA,10,Agilent High Sensitivity NGS Fragment Analyzer Kit DNF-474,232.78,7,10,280,25,50,70,4900,NA,NA,NA,
10,R230,520291,20,500668,R230_520291 96 AFA-TUBE TPX Plate +0.5 offset,NA,10,Agilent High Sensitivity NGS Fragment Analyzer Kit DNF-474,210.78,8,10,280,25,50,80,5600,NA,NA,NA,
10,R230,520291,20,500668,R230_520291 96 AFA-TUBE TPX Plate +0.5 offset,NA,10,Agilent High Sensitivity NGS Fragment Analyzer Kit DNF-474,197.58,10,10,280,25,50,100,7000,NA,NA,NA,
10,R230,520291,20,500668,R230_520291 96 AFA-TUBE TPX Plate +0.5 offset,NA,10,Agilent High Sensitivity NGS Fragment Analyzer Kit DNF-474,174.48,12,10,280,25,50,120,8400,NA,NA,NA,
10,R230,520291,20,500668,R230_520291 96 AFA-TUBE TPX Plate +0.5 offset,NA,10,Agilent High Sensitivity NGS Fragment Analyzer Kit DNF-474,170.08,14,10,280,25,50,140,9800,NA,NA,NA,
10,R230,520291,20,500668,R230_520291 96 AFA-TUBE TPX Plate +0.5 offset,NA,10,Agilent High Sensitivity NGS Fragment Analyzer Kit DNF-474,161.28,16,10,280,25,50,160,11200,NA,NA,NA,
10,R230,520291,40,500668,R230_520291 96 AFA-TUBE TPX Plate +0.5 offset,NA,10,Agilent High Sensitivity NGS Fragment Analyzer Kit DNF-474,1011.58,1,10,280,25,50,10,700,NA,NA,NA,
10,R230,520291,40,500668,R230_520291 96 AFA-TUBE TPX Plate +0.5 offset,NA,10,Agilent High Sensitivity NGS Fragment Analyzer Kit DNF-474,623.28,2,10,280,25,50,20,1400,NA,NA,NA,
10,R230,520291,40,500668,R230_520291 96 AFA-TUBE TPX Plate +0.5 offset,NA,10,Agilent High Sensitivity NGS Fragment Analyzer Kit DNF-474,427.48,3,10,280,25,50,30,2100,NA,NA,NA,
10,R230,520291,40,500668,R230_520291 96 AFA-TUBE TPX Plate +0.5 offset,NA,10,Agilent High Sensitivity NGS Fragment Analyzer Kit DNF-474,363.68,4,10,280,25,50,40,2800,NA,NA,NA,
10,R230,520291,40,500668,R230_520291 96 AFA-TUBE TPX Plate +0.5 offset,NA,10,Agilent High Sensitivity NGS Fragment Analyzer Kit DNF-474,300.98,5,10,280,25,50,50,3500,NA,NA,NA,
10,R230,520291,40,500668,R230_520291 96 AFA-TUBE TPX Plate +0.5 offset,NA,10,Agilent High Sensitivity NGS Fragment Analyzer Kit DNF-474,275.68,6,10,280,25,50,60,4200,NA,NA,NA,
10,R230,520291,40,500668,R230_520291 96 AFA-TUBE TPX Plate +0.5 offset,NA,10,Agilent High Sensitivity NGS Fragment Analyzer Kit DNF-474,266.88,7,10,280,25,50,70,4900,NA,NA,NA,
10,R230,520291,40,500668,R230_520291 96 AFA-TUBE TPX Plate +0.5 offset,NA,10,Agilent High Sensitivity NGS Fragment Analyzer Kit DNF-474,251.48,8,10,280,25,50,80,5600,NA,NA,NA,
10,R230,520291,40,500668,R230_520291 96 AFA-TUBE TPX Plate +0.5 offset,NA,10,Agilent High Sensitivity NGS Fragment Analyzer Kit DNF-474,215.18,10,10,280,25,50,100,7000,NA,NA,NA,
10,R230,520291,40,500668,R230_520291 96 AFA-TUBE TPX Plate +0.5 offset,NA,10,Agilent High Sensitivity NGS Fragment Analyzer Kit DNF-474,203.08,12,10,280,25,50,120,8400,NA,NA,NA,
10,R230,520291,40,500668,R230_520291 96 AFA-TUBE TPX Plate +0.5 offset,NA,10,Agilent High Sensitivity NGS Fragment Analyzer Kit DNF-474,184.38,14,10,280,25,50,140,9800,NA,NA,NA,
10,R230,520291,40,500668,R230_520291 96 AFA-TUBE TPX Plate +0.5 offset,NA,10,Agilent High Sensitivity NGS Fragment Analyzer Kit DNF-474,182.18,16,10,280,25,50,160,11200,NA,NA,NA,
10,R230,520291,80,500668,R230_520291 96 AFA-TUBE TPX Plate +0.5 offset,NA,10,Agilent High Sensitivity NGS Fragment Analyzer Kit DNF-474,1161.18,1,10,280,25,50,10,700,NA,NA,NA,
10,R230,520291,80,500668,R230_520291 96 AFA-TUBE TPX Plate +0.5 offset,NA,10,Agilent High Sensitivity NGS Fragment Analyzer Kit DNF-474,996.18,2,10,280,25,50,20,1400,NA,NA,NA,
10,R230,520291,80,500668,R230_520291 96 AFA-TUBE TPX Plate +0.5 offset,NA,10,Agilent High Sensitivity NGS Fragment Analyzer Kit DNF-474,756.38,3,10,280,25,50,30,2100,NA,NA,NA,
10,R230,520291,80,500668,R230_520291 96 AFA-TUBE TPX Plate +0.5 offset,NA,10,Agilent High Sensitivity NGS Fragment Analyzer Kit DNF-474,592.48,4,10,280,25,50,40,2800,NA,NA,NA,
10,R230,520291,80,500668,R230_520291 96 AFA-TUBE TPX Plate +0.5 offset,NA,10,Agilent High Sensitivity NGS Fragment Analyzer Kit DNF-474,448.38,5,10,280,25,50,50,3500,NA,NA,NA,
10,R230,520291,80,500668,R230_520291 96 AFA-TUBE TPX Plate +0.5 offset,NA,10,Agilent High Sensitivity NGS Fragment Analyzer Kit DNF-474,373.58,6,10,280,25,50,60,4200,NA,NA,NA,
10,R230,520291,80,500668,R230_520291 96 AFA-TUBE TPX Plate +0.5 offset,NA,10,Agilent High Sensitivity NGS Fragment Analyzer Kit DNF-474,335.08,7,10,280,25,50,70,4900,NA,NA,NA,
10,R230,520291,80,500668,R230_520291 96 AFA-TUBE TPX Plate +0.5 offset,NA,10,Agilent High Sensitivity NGS Fragment Analyzer Kit DNF-474,307.58,8,10,280,25,50,80,5600,NA,NA,NA,
10,R230,520291,80,500668,R230_520291 96 AFA-TUBE TPX Plate +0.5 offset,NA,10,Agilent High Sensitivity NGS Fragment Analyzer Kit DNF-474,280.08,10,10,280,25,50,100,7000,NA,NA,NA,
10,R230,520291,80,500668,R230_520291 96 AFA-TUBE TPX Plate +0.5 offset,NA, ,Agilent High Sensitivity NGS Fragment Analyzer Kit DNF-474,260.28,12,10,280,25,50,120,8400,NA,NA,NA,
