Sonolab Version Required,Instrument,Vessel,Volume (ul),Rack,Plate/Rack Definition/Insert,Waveguide/Intensifier,Temp ©,Analytical System,Base Pair Mode (bp),Repeat/Iterations (#),Repeat Process Treatment Duration (s),Peak Power (W),Duty Factor (%),Cycles per Burst (#),Total Treatment Time per sample (s),Energy (J),Z Height,Water Level,Dither,Column1
10,R230,520291,80,500668,R230_520291 96 AFA-TUBE TPX Plate +0.5 offset,NA,10,Agilent High Sensitivity NGS Fragment Analyzer Kit DNF-474,225.08,14,10,280,25,50,140,9800,NA,NA,NA,
10,R230,520291,80,500668,R230_520291 96 AFA-TUBE TPX Plate +0.5 offset,NA,10,Agilent High Sensitivity NGS Fragment Analyzer Kit DNF-474,215.18,16,10,280,25,50,160,11200,NA,NA,NA,
0,ME220,520240,55,500518,520240.2,500526,20,Unknown,1911,NA,NA,40,5,1000,15,30,NA,NA,NA,
0,ME220,520240,55,500518,520240.2,500526,20,Unknown,1502,NA,NA,40,5,1000,25,50,NA,NA,NA,
0,ME220,520240,55,500518,520240.2,500526,20,Unknown,1375,NA,NA,40,5,1000,35,70,NA,NA,NA,
0,M220,520045,130,500414,500489,NA,20,Agilent Bioanalyzer with DNA 12000 Kit (cat# 5067-1509),150,NA,NA,50,20,200,330,3300,NA,NA,NA,
0,M220,520045,130,500414,500489,NA,20,Agilent Bioanalyzer with DNA 12000 Kit (cat# 5067-1509),200,NA,NA,50,20,200,150,1500,NA,NA,NA,
0,M220,520045,130,500414,500489,NA,20,Agilent Bioanalyzer with DNA 12000 Kit (cat# 5067-1509),300,NA,NA,50,20,200,65,650,NA,NA,NA,
0,M220,520045,130,500414,500489,NA,20,Agilent Bioanalyzer with DNA 12000 Kit (cat# 5067-1509),400,NA,NA,50,10,200,70,350,NA,NA,NA,
0,M220,520045,130,500414,500489,NA,20,Agilent Bioanalyzer with DNA 12000 Kit (cat# 5067-1509),500,NA,NA,50,10,200,50,250,NA,NA,NA,
0,M220,520045,130,500414,500489,NA,20,Agilent Bioanalyzer with DNA 12000 Kit (cat# 5067-1509),800,NA,NA,50,5,200,52,130,NA,NA,NA,
0,M220,520045,130,500414,500489,NA,20,Agilent Bioanalyzer with DNA 12000 Kit (cat# 5067-1509),1000,NA,NA,50,2,200,90,90,NA,NA,NA,
0,M220,520045,130,500414,500489,NA,20,Agilent Bioanalyzer with DNA 12000 Kit (cat# 5067-1509),1500,NA,NA,50,2,200,20,20,NA,NA,NA,
0,M220,520166,55,500414,500488,NA,20,Agilent Bioanalyzer with DNA 12000 Kit (cat# 5067-1509),150,NA,NA,75,10,200,510,3825,NA,NA,NA,
0,M220,520166,55,500414,500488,NA,20,Agilent Bioanalyzer with DNA 12000 Kit (cat# 5067-1509),200,NA,NA,75,10,200,260,1950,NA,NA,NA,
0,M220,520166,55,500414,500488,NA,20,Agilent Bioanalyzer with DNA 12000 Kit (cat# 5067-1509),250,NA,NA,75,10,200,160,1200,NA,NA,NA,
0,M220,520166,55,500414,500488,NA,20,Agilent Bioanalyzer with DNA 12000 Kit (cat# 5067-1509),300,NA,NA,75,10,200,100,750,NA,NA,NA,
0,M220,520166,55,500414,500488,NA,20,Agilent Bioanalyzer with DNA 12000 Kit (cat# 5067-1509),350,NA,NA,75,10,200,80,600,NA,NA,NA,
0,M220,520166,55,500414,500488,NA,20,Agilent Bioanalyzer with DNA 12000 Kit (cat# 5067-1509),400,NA,NA,75,10,200,64,480,NA,NA,NA,
0,M220,520166,55,500414,500488,NA,20,Agilent Bioanalyzer with DNA 12000 Kit (cat# 5067-1509),550,NA,NA,75,10,200,45,337.5,NA,NA,NA,
0,M220,520145,55,500414,500420,NA,20,Agilent Bioanalyzer with DNA 12000 Kit (cat# 5067-1509),150,NA,NA,30,20,50,250,1500,NA,NA,NA,
0,M220,520145,55,500414,500420,NA,20,Agilent Bioanalyzer with DNA 12000 Kit (cat# 5067-1509),250,NA,NA,30,20,50,80,480,NA,NA,NA,
0,M220,520145,55,500414,500420,NA,20,Agilent Bioanalyzer with DNA 12000 Kit (cat# 5067-1509),350,NA,NA,30,20,50,42,252,NA,NA,NA,
0,M220,520145,55,500414,500420,NA,20,Agilent Bioanalyzer with DNA 12000 Kit (cat# 5067-1509),550,NA,NA,30,20,50,23,138,NA,NA,NA,
0,M220,520185,500,500414,500471,NA,20,Agilent Bioanalyzer with DNA 12000 Kit (cat# 5067-1509),150,NA,NA,75,20,200,410,6150,NA,NA,NA,
0,M220,520185,500,500414,500471,NA,20,Agilent Bioanalyzer with DNA 12000 Kit (cat# 5067-1509),200,NA,NA,75,20,200,210,3150,NA,NA,NA,
0,M220,520185,500,500414,500471,NA,20,Agilent Bioanalyzer with DNA 12000 Kit (cat# 5067-1509),350,NA,NA,75,20,200,70,1050,NA,NA,NA,
0,M220,520185,500,500414,500471,NA,20,Agilent Bioanalyzer with DNA 12000 Kit (cat# 5067-1509),550,NA,NA,75,20,200,47,705,NA,NA,NA,
0,M220,520185,320,500414,500471,NA,20,Agilent Bioanalyzer with DNA 12000 Kit (cat# 5067-1509),550,NA,NA,75,20,200,55,825,NA,NA,NA,
0,S220,520045,130,500114,NA,NA,7,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-4626,150,NA,NA,175,10,200,430,7525,NA,NA,NA,
0,S220,520045,130,500114,NA,NA,7,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-4626,200,NA,NA,175,10,200,180,3150,NA,NA,NA,
0,S220,520045,130,500114,NA,NA,7,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-4626,300,NA,NA,140,10,200,80,1120,NA,NA,NA,
0,S220,520045,130,500114,NA,NA,7,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-4626,400,NA,NA,140,10,200,55,770,NA,NA,NA,
0,S220,520045,130,500114,NA,NA,7,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-4626,500,NA,NA,105,5,200,80,420,NA,NA,NA,
0,S220,520045,130,500114,NA,NA,7,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-4626,800,NA,NA,105,5,200,50,262.5,NA,NA,NA,
0,S220,520045,130,500114,NA,NA,7,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-4626,1000,NA,NA,105,5,200,40,210,NA,NA,NA,
0,S220,520045,130,500114,NA,NA,7,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-4626,1500,NA,NA,140,2,200,15,42,NA,NA,NA,
0,S220,520052,130,500114,NA,NA,7,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-4626,150,NA,NA,175,10,200,430,7525,NA,NA,NA,
0,S220,520052,130,500114,NA,NA,7,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-4626,200,NA,NA,175,10,200,180,3150,NA,NA,NA,
0,S220,520052,130,500114,NA,NA,7,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-4626,300,NA,NA,140,10,200,80,1120,NA,NA,NA,
0,S220,520052,130,500114,NA,NA,7,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-4626,400,NA,NA,140,10,200,55,770,NA,NA,NA,
0,S220,520052,130,500114,NA,NA,7,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-4626,500,NA,NA,105,5,200,80,420,NA,NA,NA,
0,S220,520052,130,500114,NA,NA,7,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-4626,800,NA,NA,105,5,200,50,262.5,NA,NA,NA,
0,S220,520052,130,500114,NA,NA,7,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-4626,1000,NA,NA,105,5,200,40,210,NA,NA,NA,
0,S220,520052,130,500114,NA,NA,7,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-4626,1500,NA,NA,140,2,200,15,42,NA,NA,NA,
0,S220,520166,55,500492,NA,NA,7,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-4626,150,NA,NA,100,30,1000,150,4500,NA,NA,NA,
0,S220,520166,55,500492,NA,NA,7,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-4626,200,NA,NA,75,25,1000,95,1781.25,NA,NA,NA,
0,S220,520166,55,500492,NA,NA,7,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-4626,250,NA,NA,75,20,1000,65,975,NA,NA,NA,
0,S220,520166,55,500492,NA,NA,7,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-4626,300,NA,NA,75,20,1000,45,675,NA,NA,NA,
0,S220,520166,55,500492,NA,NA,7,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-4626,350,NA,NA,75,15,1000,45,506.25,NA,NA,NA,
0,S220,520166,55,500492,NA,NA,7,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-4626,400,NA,NA,75,10,1000,55,412.5,NA,NA,NA,
0,S220,520166,55,500492,NA,NA,7,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-4626,550,NA,NA,50,10,1000,50,250,NA,NA,NA,
0,S220,520145,15,500427,NA,NA,20,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-4626,150,NA,NA,18,20,50,300,1080,NA,NA,NA,
0,S220,520145,15,500427,NA,NA,20,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-4626,200,NA,NA,18,20,50,120,432,NA,NA,NA,
0,S220,520145,15,500427,NA,NA,20,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-4626,250,NA,NA,18,20,50,80,288,NA,NA,NA,
0,S220,520145,15,500427,NA,NA,20,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-4626,350,NA,NA,18,20,50,45,162,NA,NA,NA,
0,S220,520145,15,500427,NA,NA,20,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-4626,550,NA,NA,18,20,50,22,79.2,NA,NA,NA,
0,S220,520185,500,500449,NA,NA,7,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-4626,150,NA,NA,175,20,200,400,14000,NA,NA,NA,
0,S220,520185,500,500449,NA,NA,7,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-4626,200,NA,NA,175,20,200,180,6300,NA,NA,NA,
0,S220,520185,500,500449,NA,NA,7,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-4626,350,NA,NA,175,20,200,55,1925,NA,NA,NA,
0,S220,520185,500,500449,NA,NA,7,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-4626,550,NA,NA,175,5,200,110,962.5,NA,NA,NA,
0,S220,520185,320,500449,NA,NA,7,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-4626,550,NA,NA,75,5,200,110,412.5,NA,NA,NA,
0,E220,520045,130,500111,500111 24 microTUBE snap +4mm offset,NA,7,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-4626,150,NA,NA,175,10,200,430,7525,NA,NA,NA,
0,E220,520045,130,500111,500111 24 microTUBE snap +4mm offset,NA,7,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-4626,200,NA,NA,175,10,200,180,3150,NA,NA,NA,
0,E220,520045,130,500111,500111 24 microTUBE snap +4mm offset,NA,7,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-4626,300,NA,NA,140,10,200,80,1120,NA,NA,NA,
0,E220,520045,130,500111,500111 24 microTUBE snap +4mm offset,NA,7,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-4626,400,NA,NA,140,10,200,55,770,NA,NA,NA,
0,E220,520045,130,500111,500111 24 microTUBE snap +4mm offset,NA,7,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-4626,500,NA,NA,105,5,200,80,420,NA,NA,NA,
0,E220,520045,130,500111,500111 24 microTUBE snap +4mm offset,NA,7,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-4626,800,NA,NA,105,5,200,50,262.5,NA,NA,NA,
0,E220,520045,130,500111,500111 24 microTUBE snap +4mm offset,NA,7,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-4626,1000,NA,NA,105,5,200,40,210,NA,NA,NA,
0,E220,520045,130,500111,500111 24 microTUBE snap +4mm offset,NA,7,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-4626,1500,NA,NA,140,2,200,15,42,NA,NA,NA,
0,E220,520052,130,500282,E220_500282 Rack 96 Place microTUBE -6mm offset,NA,7,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-4626,150,NA,NA,175,10,200,430,7525,NA,NA,NA,
0,E220,520052,130,500282,E220_500282 Rack 96 Place microTUBE -6mm offset,NA,7,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-4626,200,NA,NA,175,10,200,180,3150,NA,NA,NA,
0,E220,520052,130,500282,E220_500282 Rack 96 Place microTUBE -6mm offset,NA,7,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-4626,300,NA,NA,140,10,200,80,1120,NA,NA,NA,
0,E220,520052,130,500282,E220_500282 Rack 96 Place microTUBE -6mm offset,NA,7,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-4626,400,NA,NA,140,10,200,55,770,NA,NA,NA,
0,E220,520052,130,500282,E220_500282 Rack 96 Place microTUBE -6mm offset,NA,7,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-4626,500,NA,NA,105,5,200,80,420,NA,NA,NA,
0,E220,520052,130,500282,E220_500282 Rack 96 Place microTUBE -6mm offset,NA,7,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-4626,800,NA,NA,105,5,200,50,262.5,NA,NA,NA,
0,E220,520052,130,500282,E220_500282 Rack 96 Place microTUBE -6mm offset,NA,7,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-4626,1000,NA,NA,105,5,200,40,210,NA,NA,NA,
0,E220,520052,130,500282,E220_500282 Rack 96 Place microTUBE -6mm offset,NA,7,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-4626,1500,NA,NA,140,2,200,15,42,NA,NA,NA,
0,E220,520053,130,500191,E220_500191 8 microTUBE strip Plate -6mm offset,NA,7,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-4626,150,NA,NA,175,10,200,430,7525,NA,NA,NA,
0,E220,520053,130,500191,E220_500191 8 microTUBE strip Plate -6mm offset,NA,7,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-4626,200,NA,NA,175,10,200,180,3150,NA,NA,NA,
0,E220,520053,130,500191,E220_500191 8 microTUBE strip Plate -6mm offset,NA,7,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-4626,300,NA,NA,140,10,200,80,1120,NA,NA,NA,
0,E220,520053,130,500191,E220_500191 8 microTUBE strip Plate -6mm offset,NA,7,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-4626,400,NA,NA,140,10,200,55,770,NA,NA,NA,
0,E220,520053,130,500191,E220_500191 8 microTUBE strip Plate -6mm offset,NA,7,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-4626,500,NA,NA,105,5,200,80,420,NA,NA,NA,
0,E220,520053,130,500191,E220_500191 8 microTUBE strip Plate -6mm offset,NA,7,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-4626,800,NA,NA,105,5,200,50,262.5,NA,NA,NA,
0,E220,520053,130,500191,E220_500191 8 microTUBE strip Plate -6mm offset,NA,7,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-4626,1000,NA,NA,105,5,200,40,210,NA,NA,NA,
0,E220,520053,130,500191,E220_500191 8 microTUBE strip Plate -6mm offset,NA,7,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-4626,1500,NA,NA,140,2,200,15,42,NA,NA,NA,
0,E220,520230,130,NA,“E220_520078 96 microTUBE Plate -6mm offset” OR “E220_520230 96 microTUBE Plate Thin Foil -6mm offset”,NA,7,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-4626,150,NA,NA,175,10,200,430,7525,NA,NA,NA,
0,E220,520230,130,NA,“E220_520078 96 microTUBE Plate -6mm offset” OR “E220_520230 96 microTUBE Plate Thin Foil -6mm offset”,NA,7,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-4626,200,NA,NA,175,10,200,180,3150,NA,NA,NA,
0,E220,520230,130,NA,“E220_520078 96 microTUBE Plate -6mm offset” OR “E220_520230 96 microTUBE Plate Thin Foil -6mm offset”,NA,7,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-4626,300,NA,NA,140,10,200,80,1120,NA,NA,NA,
0,E220,520230,130,NA,“E220_520078 96 microTUBE Plate -6mm offset” OR “E220_520230 96 microTUBE Plate Thin Foil -6mm offset”,NA,7,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-4626,400,NA,NA,140,10,200,55,770,NA,NA,NA,
0,E220,520230,130,NA,“E220_520078 96 microTUBE Plate -6mm offset” OR “E220_520230 96 microTUBE Plate Thin Foil -6mm offset”,NA,7,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-4626,500,NA,NA,105,5,200,80,420,NA,NA,NA,
0,E220,520230,130,NA,“E220_520078 96 microTUBE Plate -6mm offset” OR “E220_520230 96 microTUBE Plate Thin Foil -6mm offset”,NA,7,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-4626,800,NA,NA,105,5,200,50,262.5,NA,NA,NA,
0,E220,520230,130,NA,“E220_520078 96 microTUBE Plate -6mm offset” OR “E220_520230 96 microTUBE Plate Thin Foil -6mm offset”,NA,7,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-4626,1000,NA,NA,105,5,200,40,210,NA,NA,NA,
0,E220,520230,130,NA,“E220_520078 96 microTUBE Plate -6mm offset” OR “E220_520230 96 microTUBE Plate Thin Foil -6mm offset”,NA,7,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-4626,1500,NA,NA,140,2,200,15,42,NA,NA,NA,
0,E220,520166,55,500308,E220_500308 Rack 24 Place microTUBE-50 Screw-Cap +6.5mm offset,NA,7,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-4626,150,NA,NA,75,15,1000,340,3825,NA,NA,NA,
0,E220,520166,55,500308,E220_500308 Rack 24 Place microTUBE-50 Screw-Cap +6.5mm offset,NA,7,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-4626,200,NA,NA,75,15,1000,145,1631.25,NA,NA,NA,
0,E220,520166,55,500308,E220_500308 Rack 24 Place microTUBE-50 Screw-Cap +6.5mm offset,NA,7,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-4626,250,NA,NA,75,20,1000,62,930,NA,NA,NA,
0,E220,520166,55,500308,E220_500308 Rack 24 Place microTUBE-50 Screw-Cap +6.5mm offset,NA,7,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-4626,300,NA,NA,75,20,1000,40,600,NA,NA,NA,
0,E220,520166,55,500308,E220_500308 Rack 24 Place microTUBE-50 Screw-Cap +6.5mm offset,NA,7,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-4626,350,NA,NA,75,20,1000,30,450,NA,NA,NA,
0,E220,520166,55,500308,E220_500308 Rack 24 Place microTUBE-50 Screw-Cap +6.5mm offset,NA,7,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-4626,400,NA,NA,75,10,1000,50,375,NA,NA,NA,
0,E220,520166,55,500308,E220_500308 Rack 24 Place microTUBE-50 Screw-Cap +6.5mm offset,NA,7,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-4626,550,NA,NA,30,10,1000,70,210,NA,NA,NA,
0,E220,520240,55,500444,E220_500444 Rack 12 Place 8 microTUBE-50 Strip V2-10mm offset\,NA,7,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-4626,150,NA,NA,75,15,1000,360,4050,NA,NA,NA,
0,E220,520240,55,500444,E220_500444 Rack 12 Place 8 microTUBE-50 Strip V2-10mm offset\,NA,7,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-4626,200,NA,NA,75,15,1000,155,1743.75,NA,NA,NA,
0,E220,520240,55,500444,E220_500444 Rack 12 Place 8 microTUBE-50 Strip V2-10mm offset\,NA,7,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-4626,250,NA,NA,75,20,1000,75,1125,NA,NA,NA,
0,E220,520240,55,500444,E220_500444 Rack 12 Place 8 microTUBE-50 Strip V2-10mm offset\,NA,7,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-4626,300,NA,NA,75,20,1000,45,675,NA,NA,NA,
0,E220,520240,55,500444,E220_500444 Rack 12 Place 8 microTUBE-50 Strip V2-10mm offset\,NA,7,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-4626,350,NA,NA,75,20,1000,35,525,NA,NA,NA,
0,E220,520240,55,500444,E220_500444 Rack 12 Place 8 microTUBE-50 Strip V2-10mm offset\,NA,7,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-4626,400,NA,NA,75,10,1000,52,390,NA,NA,NA,
0,E220,520240,55,500444,E220_500444 Rack 12 Place 8 microTUBE-50 Strip V2-10mm offset\,NA,7,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-4626,550,NA,NA,50,10,1000,50,250,NA,NA,NA,
0,E220,520232,55,NA,“E220_520168 96 microTUBE-50 Plate -10.5mm offset” OR “E220_520232 96 microTUBE-50 Plate Thin Foil -10.5mm offset”,NA,7,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-4626,150,NA,NA,75,15,1000,360,4050,NA,NA,NA,
0,E220,520232,55,NA,“E220_520168 96 microTUBE-50 Plate -10.5mm offset” OR “E220_520232 96 microTUBE-50 Plate Thin Foil -10.5mm offset”,NA,7,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-4626,200,NA,NA,75,15,1000,155,1743.75,NA,NA,NA,
0,E220,520232,55,NA,“E220_520168 96 microTUBE-50 Plate -10.5mm offset” OR “E220_520232 96 microTUBE-50 Plate Thin Foil -10.5mm offset”,NA,7,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-4626,250,NA,NA,75,20,1000,70,1050,NA,NA,NA,
0,E220,520232,55,NA,“E220_520168 96 microTUBE-50 Plate -10.5mm offset” OR “E220_520232 96 microTUBE-50 Plate Thin Foil -10.5mm offset”,NA,7,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-4626,300,NA,NA,75,20,1000,49,735,NA,NA,NA,
0,E220,520232,55,NA,“E220_520168 96 microTUBE-50 Plate -10.5mm offset” OR “E220_520232 96 microTUBE-50 Plate Thin Foil -10.5mm offset”,NA,7,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-4626,350,NA,NA,75,20,1000,34,510,NA,NA,NA,
0,E220,520232,55,NA,“E220_520168 96 microTUBE-50 Plate -10.5mm offset” OR “E220_520232 96 microTUBE-50 Plate Thin Foil -10.5mm offset”,NA,7,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-4626,400,NA,NA,75,10,1000,50,375,NA,NA,NA,
0,E220,520232,55,NA,“E220_520168 96 microTUBE-50 Plate -10.5mm offset” OR “E220_520232 96 microTUBE-50 Plate Thin Foil -10.5mm offset”,NA,7,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-4626,550,NA,NA,75,10,1000,32,240,NA,NA,NA,
0,E220,,,,,,,,,,,,,,,,,,,
0,E220,,,,,,,,,,,,,,,,,,,
0,E220,,,,,,,,,,,,,,,,,,,
0,E220,,,,,,,,,,,,,,,,,,,
0,E220,,,,,,,,,,,,,,,,,,,
0,E220,,,,,,,,,,,,,,,,,,,
0,E220,,,,,,,,,,,,,,,,,,,
0,E220,,,,,,,,,,,,,,,,,,,
0,E220,,,,,,,,,,,,,,,,,,,
0,E220,,,,,,,,,,,,,,,,,,,
0,E220,,,,,,,,,,,,,,,,,,,
